URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://example.org/ValueSet/FollowUpVs,0.1.0,draft,,FollowUp,Follow Upvs,"This is a valueset for Follow up","StructureDefinition/followup-extension","SCT"
